type produit;numero AMM;nom produit;type culture libelle;dose min par apport;dose min par apport unite;dose max par apport;dose max par apport unite;stade cultural min (BBCH);stade cultural max (BBCH);etat usage;saison application min;saison application max;saison application min commentaire;saison application max commentaire; date decision;culture commentaire;
MFSC;1180074;KTS;Autres;5.0;L/ha;40.0;L/ha;;;Autorisé;;;A adapter au type de cultures et au débit des goutteurs;;22/03/2018;Cultures pérennes Goutte à goutte;
MFSC;1180074;KTS;;5.0;L/ha;40.0;L/ha;;;Autorisé;;;A adapter au type de cultures et au débit des goutteurs;;22/03/2018;Goutte à goutte;
MFSC;1180074;KTS;Grandes cultures;15.0;L/ha;45.0;L/ha;;;Autorisé;;;Durant les périodes d'arrosage BBCH 30 à 79;;22/03/2018;Aspersion;
MFSC;1180074;KTS;Cultures maraîchères;15.0;L/ha;45.0;L/ha;;;Autorisé;;;Durant les périodes d'arrosage BBCH 30 à 79;;22/03/2018;Aspersion;
MFSC;1180074;KTS;Cultures ornementales;15.0;L/ha;45.0;L/ha;;;Autorisé;;;Durant les périodes d'arrosage BBCH 30 à 79;;22/03/2018;Aspersion;
MFSC;1180074;KTS;Autres;15.0;L/ha;45.0;L/ha;;;Autorisé;;;Durant les périodes d'arrosage BBCH 30 à 79;;22/03/2018;Cultures pérennes Asperion;
MFSC;1180074;KTS;;15.0;L/ha;45.0;L/ha;;;Autorisé;;;Durant les périodes d'arrosage BBCH 30 à 79;;22/03/2018;Aspersion;
MFSC;1150018;OVALIS RHIZOFERTIL;Grandes cultures;0.5;kg/ha;1.5;kg/ha;;;Autorisé;Au semis;Au semis;;;28/01/2016;Cultures céréalières (blé, orge, avoine) et Maïs Apport au semis. 5E10 à 1.5E11 UFC/ha;
MFSC;1180286;PURE ZYM;Traitements généraux;10.0;L/ha;10.0;L/ha;;;Autorisé;;;;;13/06/2018;Pour toutes les plantes;
MFSC;1170610;PROMOTILIS;Autres;0.1;kg/ha;0.5;kg/ha;;;Autorisé;;;Pulvérisation au sol au moment du semis;;31/07/2017;Céréales à paille,  colza, maïs et sorgho;
MFSC;1170610;PROMOTILIS;Grandes cultures;0.5;g/kg semences;1.0;g/kg semences;;;Autorisé;;;Enrobage des semences;;31/07/2017;;
MFSC;1170610;PROMOTILIS;Grandes cultures;20.0;g/kg semences;40.0;g/kg semences;;;Autorisé;;;Enrobage des semences;;31/07/2017;;
MFSC;1170610;PROMOTILIS;Grandes cultures;1.7;g/kg semences;3.3;g/kg semences;;;Autorisé;;;Enrobage des semences;;31/07/2017;;
MFSC;1170610;PROMOTILIS;Grandes cultures;5.0;g/kg semences;10.0;g/kg semences;;;Autorisé;;;Enrobage des semences;;31/07/2017;;
MFSC;1170608;AZOTILIS;Autres;0.1;kg/ha;0.5;kg/ha;;;Autorisé;;;Pulvérisation au sol au moment du semis;;31/07/2017;Céréales à paille, maïs et sorgho;
MFSC;1170608;AZOTILIS;Grandes cultures;0.5;g/kg semences;1.0;g/kg semences;;;Autorisé;;;Enrobage des semences;;31/07/2017;;
MFSC;1170608;AZOTILIS;Grandes cultures;1.7;g/kg semences;3.3;g/kg semences;;;Autorisé;;;Enrobage des semences;;31/07/2017;;
MFSC;1170608;AZOTILIS;Grandes cultures;5.0;g/kg semences;10.0;g/kg semences;;;Autorisé;;;Enrobage des semences;;31/07/2017;;
MFSC;1170609;BACTERIOLIS;;0.1;kg/ha;0.2;kg/ha;;;Autorisé;;;;;25/09/2017;Application par trempage ou arrosage ou pulvérisation au moment du semis ou des plantations  Ou  En mélange avec des engrais ou amendements ;
MFSC;1170609;BACTERIOLIS;;0.1;kg/ha;0.2;kg/ha;;;Autorisé;;;;;25/09/2017;	Application par trempage ou arrosage ou pulvérisation au moment du semis ou des plantations  Ou  En mélange avec des engrais ou amendements ;
MFSC;1170609;BACTERIOLIS;;0.1;kg/ha;0.2;kg/ha;;;Autorisé;;;;;25/09/2017;Application par trempage ou arrosage ou pulvérisation au moment du semis ou des plantations  Ou  En mélange avec des engrais ou amendements;
MFSC;1170609;BACTERIOLIS;;0.1;kg/ha;0.2;kg/ha;;;Autorisé;;;;;25/09/2017;Application par trempage ou arrosage ou pulvérisation au moment du semis ou des plantations  Ou  En mélange avec des engrais ou amendements;
MFSC;1170609;BACTERIOLIS;;0.1;kg/ha;0.2;kg/ha;;;Autorisé;;;;;25/09/2017;Application par trempage ou arrosage ou pulvérisation au moment du semis ou des plantations  Ou  En mélange avec des engrais ou amendements;
MFSC;1170609;BACTERIOLIS;;0.1;kg/ha;0.2;kg/ha;;;Autorisé;;;;;25/09/2017;Application par trempage ou arrosage ou pulvérisation au moment du semis ou des plantations  Ou  En mélange avec des engrais ou amendements;
MFSC;1170609;BACTERIOLIS;Cultures légumières;0.2;kg/ha;0.5;kg/ha;;;Autorisé;;;;;25/09/2017;Application par trempage ou arrosage ou pulvérisation au moment du semis ou des plantations  Ou  En mélange avec des engrais ou amendements;
MFSC;1170609;BACTERIOLIS;;0.2;kg/ha;0.5;kg/ha;;;Autorisé;;;;;25/09/2017;Application par trempage ou arrosage ou pulvérisation au moment du semis ou des plantations  Ou  En mélange avec des engrais ou amendements;
MFSC;1170609;BACTERIOLIS;Autres;0.2;kg/ha;0.5;kg/ha;;;Autorisé;;;;;25/09/2017;Viticulture	 Application par trempage ou arrosage ou pulvérisation au moment du semis ou des plantations  Ou  En mélange avec des engrais ou amendements;
MFSC;1180643;BACTIVA;Cultures légumières;0.25;kg/ha;0.5;kg/ha;;;Autorisé;;;Semis.;;15/10/2018;Traitement au semis.;
MFSC;1180643;BACTIVA;Cultures légumières;0.25;kg/ha;0.5;kg/ha;;;Autorisé;;;Traitement des jeunes plants. Toutes les 2 à 4 semaines pendant le cycle de production.;;15/10/2018;Pulvérisation ou ferti-irrigation.;
MFSC;1180643;BACTIVA;;0.25;kg/ha;0.4;kg/ha;;;Autorisé;;;Semis.;;15/10/2018;Traitement au semis;
MFSC;1180643;BACTIVA;;0.25;kg/ha;1.0;kg/ha;;;Autorisé;;;Avant ensemencement, jeunes plants et en production. Tous les 2-3 mois pendant le cycle de production.;;15/10/2018;Pulvérisation;
MFSC;1180643;BACTIVA;Cultures ornementales;0.25;kg/ha;10.0;kg/ha;;;Autorisé;;;Traitement du substrat et/ou des jeunes plants. Toutes les 2 à 4 semaines pendant le cycle de production.;;15/10/2018;Pulvérisation;
MFSC;1180643;BACTIVA;;0.5;kg/ha;1.0;kg/ha;;;Autorisé;;;Traitement du substrat et/ou des jeunes plants. Toutes les 4 à 8 semaines pendant le cycle de production : un apport dans le trou de plantation puis application dans la zone radiculaire.;;15/10/2018;Pulvérisation;
MFSC;1171284;KSC I PHYT-ACTYL;Cultures maraîchères;25.0;kg/ha;70.0;kg/ha;;;Autorisé;;;Toute l'année. Au stade de croissance en fonction des prévisions (BBCH 1 à 80 selon les cultures);;01/02/2018;Dont légumes feuilles, légumes racines, légumes fruits et légumes gousses. Ferti-irrigation;
MFSC;1171284;KSC I PHYT-ACTYL;Arboriculture fruitière et vigne;25.0;kg/ha;70.0;kg/ha;;;Autorisé;;;Toute l'année. Au stade de croissance en fonction des prévisions (BBCH 1 à 80 et BBCH 90 à 94 selon les cultures en arboriculture et BBCH 1 à 60 et BBCh 90 à 100 pour vigne);;01/02/2018;Dont fruits à noyaux, fruits à pépins et petits fruits. Et vigne. Ferti-irrigation;
MFSC;1171281;KSC III PHYT-ACTYL;Cultures maraîchères;25.0;kg/ha;70.0;kg/ha;;;Autorisé;;;Toute l'année Au stade de croissance en fonction des prévisions  (BBCH 50 à 90 selon les cultures) ;;01/02/2018;Dont légumes feuilles, légumes racines, légume fruits et légumes gousses Ferti-irrigation.;
MFSC;1171281;KSC III PHYT-ACTYL;Arboriculture fruitière et vigne;25.0;kg/ha;70.0;kg/ha;;;Autorisé;;;Toute l'année Au stade de croissance en fonction des prévisions  (BBCH 30 à 90 selon les cultures) ;;01/02/2018;Dont fruits à noyaux, fruits à pépins et petits fruits. Ferti-irrigation.;
MFSC;1171292;AMALGEROL ESSENCE;;4.0;L/ha;4.0;L/ha;;;Autorisé;;;Au tallage (BBCH 20-30) . Dernière feuille juste visible (BBCH 37) . Au début de la floraison (BBCH 61) . Sur la paille pour la décomposition, suivie du travail du sol/labour à faible profondeur.;;22/01/2018;Pulvérisation foliaire et au sol ou ferti-irrigation;
MFSC;1171292;AMALGEROL ESSENCE;;3.0;L/ha;3.0;L/ha;;;Autorisé;;;A l'automne à la formation des pousses latérales  (BBCH 17-18) . Au printemps, à l'élongation de la tige principale (BBCH 30) . A la formation des boutons floraux (BBCH 50);;22/01/2018;Pulvérisation foliaire et au sol ou ferti-irrigation;
MFSC;1171292;AMALGEROL ESSENCE;;3.0;L/ha;3.0;L/ha;;;Autorisé;;;Avant labour . Au stade 4-8 feuilles (BBCH 14-18) . Sur la paille pour la décomposition, suivie du travail du sol/labour à faible profondeur.;;22/01/2018;Pulvérisation foliaire et au sol ou ferti-irrigation;
MFSC;1171292;AMALGEROL ESSENCE;;3.0;L/ha;3.0;L/ha;;;Autorisé;;;Avant labour . Du début à l'achèvement de la couverture du sol (BBCH 30-40).;;22/01/2018;Pulvérisation foliaire et au sol ou ferti-irrigation;
MFSC;1171292;AMALGEROL ESSENCE;;3.0;L/ha;3.0;L/ha;;;Autorisé;;;Stade 4 feuilles étalées (BBCH 14) . Début floraison : 10% des fleurs sont ouvertes (BBCH 61);;22/01/2018;Pois, haricot, soja Pulvérisation foliaire et au sol ou ferti-irrigation;
MFSC;1171292;AMALGEROL ESSENCE;;3.0;L/ha;3.0;L/ha;;;Autorisé;;;Avant labour . 6-8 feuilles étalées (BBCH 16-18).;;22/01/2018;Pulvérisation foliaire et au sol ou ferti-irrigation;
MFSC;1171292;AMALGEROL ESSENCE;Autres;3.0;L/ha;3.0;L/ha;;;Autorisé;;;Avant labour . Au début du développement du fruit (le plus tard possible);;22/01/2018;Citrouille (pour l'huile de pépins) Pulvérisation foliaire et au sol ou ferti-irrigation;
MFSC;1171292;AMALGEROL ESSENCE;;3.0;L/ha;3.0;L/ha;;;Autorisé;;;3 applications à intervalle de 10-14 jours après l'achèvement de la couverture du sol (après BBCH 30 et 70);;22/01/2018;Pulvérisation foliaire et au sol ou ferti-irrigation;
MFSC;1171292;AMALGEROL ESSENCE;Cultures légumières;3.0;L/ha;3.0;L/ha;;;Autorisé;;;;;22/01/2018;et oignons Pulvérisation foliaire et au sol ou ferti-irrigation;
MFSC;1171292;AMALGEROL ESSENCE;;3.0;L/ha;3.0;L/ha;;;Autorisé;;;Du début de la floraison, jusqu'à coloration des fruits, 3 applications à intervalle de 10 à 14 jours . En septembre/octobre, 2 applications à intervalle de 10 à 14 jours . Sur nouvelle plantation, jusqu'à 10 jours après plantation ou trempage des racines avant plantation pendant 15 minutes dans une solution à 1%.;;22/01/2018;Pulvérisation foliaire et au sol ou ferti-irrigation;
MFSC;1171292;AMALGEROL ESSENCE;;3.0;L/ha;3.0;L/ha;;;Autorisé;;;2 applications à intervalle de 10 à 14 jours entre le développement des stolons à avant floraison . 2 applications à intervalle de 10 à 14 jours entre la fin de floraison et la coloration des fruits.;;22/01/2018;Arbres fruitiers Pulvérisation foliaire et au sol ou ferti-irrigation;
MFSC;1180070;AGROSIL TURF ALGIN;Gazon de graminées;500.0;kg/ha;1500.0;kg/ha;;;Autorisé;;;A la plantation et en période de croissance;;22/03/2018;Apport au sol;
MFSC;1180070;AGROSIL TURF ALGIN;Pépinière;500.0;kg/ha;1500.0;kg/ha;;;Autorisé;;;A la plantation et en période de croissance;;22/03/2018;Apport au sol;
MFSC;1180070;AGROSIL TURF ALGIN;Cultures florales;500.0;kg/ha;1500.0;kg/ha;;;Autorisé;;;A la plantation et en période de croissance;;22/03/2018;Apport au sol;
MFSC;1180070;AGROSIL TURF ALGIN;Cultures maraîchères;500.0;kg/ha;1500.0;kg/ha;;;Autorisé;;;A la plantation et en période de croissance;;22/03/2018;Apport au sol;
MFSC;1180070;AGROSIL TURF ALGIN;Gazon de graminées;0.5;kg/m3;5.0;kg/m3;;;Autorisé;;;A la plantation;;22/03/2018;Apport à un support de culture;
MFSC;1180070;AGROSIL TURF ALGIN;Pépinière;0.5;kg/m3;5.0;kg/m3;;;Autorisé;;;A la plantation;;22/03/2018;Apport à un support de culture;
MFSC;1180070;AGROSIL TURF ALGIN;Cultures florales;0.5;kg/m3;5.0;kg/m3;;;Autorisé;;;A la plantation;;22/03/2018;Apport à un support de culture;
MFSC;1180070;AGROSIL TURF ALGIN;Cultures maraîchères;0.5;kg/m3;5.0;kg/m3;;;Autorisé;;;A la plantation;;22/03/2018;Apport à un support de culture;
MFSC;1190373;LIQUIFIX;;3.0;L/t;3.0;L/t;;;Autorisé;;;Semis;;12/07/2019;Traitement des semences;
MFSC;1200250;LALBIOME TECHNO SE;Traitement des semences;1.0;kg/ha;2.0;kg/ha;;;Autorisé;;;Au semis;;28/05/2020;prairies et cultures fourragères Enrobage de semences;
MFSC;1200250;LALBIOME TECHNO SE;Autres;1.0;kg/ha;2.0;kg/ha;;;Autorisé;;;2 semaines avant chaque fauche;;28/05/2020;cultures fourragères (luzerne, pois fourrager, trèfle, betterave fourragère, méteil, navette...) Pulvérisation au sol;
MFSC;1200250;LALBIOME TECHNO SE;;1.0;kg/ha;2.0;kg/ha;;;Autorisé;;;1 semaine avant chaque pâturage;;28/05/2020;(ray grass, fétuque, dactyle, festulonium...) Pulvérisation au sol;
MFSC;1190371;NANEOS;Grandes cultures;2.0;L/ha;4.0;L/ha;;;Autorisé;;;Stade BBCH 20-30;;12/07/2019;blé, orge, maïs pulvérisation au sol ou foliaire;
MFSC;1190371;NANEOS;;2.0;L/ha;6.0;L/ha;;;Autorisé;;;Stade BBCH 4 - formation des tubercules;;12/07/2019;pulvérisation au sol ou foliaire;
MFSC;1190371;NANEOS;;2.0;L/ha;4.0;L/ha;;;Autorisé;;;Stade BBCH 16 à 19 - feuillage 6 à 12;;12/07/2019;pulvérisation au sol ou foliaire;
MFSC;1190371;NANEOS;;2.0;L/ha;6.0;L/ha;;;Autorisé;;;Du début de la végétation à 2 semaines plus tard;;12/07/2019;pulvérisation au sol ou foliaire;
MFSC;1190371;NANEOS;;2.0;L/ha;8.0;L/ha;;;Autorisé;;;Stade BBCH G, Stade BBCH 6 (pleine floraison), Stade BBCH 7 (fin de floraison);;12/07/2019;pulvérisation au sol ou foliaire;
MFSC;1190371;NANEOS;;2.0;L/ha;4.0;L/ha;;;Autorisé;;;Stade BBCH C2-D1;;12/07/2019;pulvérisation au sol ou foliaire;
MFSC;1190371;NANEOS;;2.0;L/ha;4.0;L/ha;;;Autorisé;;;Stade BBCH B6-B8 (4 paires de feuilles);;12/07/2019;pulvérisation au sol ou foliaire;
MFSC;1180320;RHIZO POWER ENSIFER MELILOTI G49;Autres;1.0;;1.0;;;;Autorisé;Au semis;;;;13/07/2018;Traitement des semences 1 L pour 100 kg de semences;
MFSC;1171275;BACTOMYCOR;Traitements généraux;500.0;g/m3 de substrat;1000.0;g/m3 de substrat;;;Autorisé;;;En mélange avec le substrat pour des cultures hors sol  ;Semis, plantation;14/12/2017;Toutes cultures;
MFSC;1171275;BACTOMYCOR;Traitements généraux;20.0;kg/ha;30.0;kg/ha;;;Autorisé;;;Épandage au sol en plein champ ;Installation;14/12/2017;Toutes cultures;
MFSC;1171275;BACTOMYCOR;Traitements généraux;10.0;kg/ha;20.0;kg/ha;;;Autorisé;;;En mélange avec un engrais ou dans un amendement organique;Semis, plantation, rempotage;04/02/2020;Toutes cultures;
MFSC;1180800;FERTIACTYL SALTO;;5.0;L/ha;5.0;L/ha;;;Autorisé;;;Printemps : Dès stade 2 à 4 feuilles;;06/12/2018;;
MFSC;1180800;FERTIACTYL SALTO;;3.0;L/ha;3.0;L/ha;;;Autorisé;;;Automne / Printemps : Dès stade 3 feuilles puis au tallage;;06/12/2018;Céréales d'hiver à paille;
MFSC;1180800;FERTIACTYL SALTO;;3.0;L/ha;3.0;L/ha;;;Autorisé;;;Automne : stade de l'émergence puis dès le stade 4 à 6 feuilles;;06/12/2018;;
MFSC;1180800;FERTIACTYL SALTO;;5.0;L/ha;5.0;L/ha;;;Autorisé;;;Printemps : Dès stade 3 cm;;06/12/2018;;
MFSC;1180800;FERTIACTYL SALTO;;5.0;L/ha;5.0;L/ha;;;Autorisé;;;Printemps : Dès stade 4 feuilles;;06/12/2018;;
MFSC;1180800;FERTIACTYL SALTO;;4.0;L/ha;8.0;L/ha;;;Autorisé;;;Printemps : 100 % d'émergence ou 90 % d'émergence et 15 jours après la 1ère application;;06/12/2018;;
MFSC;1180800;FERTIACTYL SALTO;;5.0;L/ha;5.0;L/ha;;;Autorisé;;;Printemps : Dès stade 5 cm;;06/12/2018;;
MFSC;1180800;FERTIACTYL SALTO;;5.0;L/ha;5.0;L/ha;;;Autorisé;;;Printemps : Dès stade 5 cm;;06/12/2018;;
MFSC;1180800;FERTIACTYL SALTO;Autres;5.0;L/ha;5.0;L/ha;;;Autorisé;;;Printemps : Dès stade 5 cm;;06/12/2018;protéagineux;
MFSC;1180800;FERTIACTYL SALTO;Cultures maraîchères;5.0;L/ha;10.0;L/ha;;;Autorisé;;;Automne / Printemps : Repiquage (jeunes plants) ou repiquage (jeunes plants) puis 15 jours après la 1ere application;;06/12/2018;;
MFSC;1180803;ACTIVE DRY;Traitements généraux;5.0;kg/ha;10.0;kg/ha;;;Autorisé;;;dans toutes les étapes du cycle de culture;;06/12/2018;toutes cultures goutte à goutte;
MFSC;1180803;ACTIVE DRY;Traitements généraux;3.0;kg/ha;5.0;kg/ha;;;Autorisé;;;dans toutes les étapes du cycle de culture;;06/12/2018;toutes cultures foliaire;
MFSC;1010009;FERTISORB;Autres;100.0;kg/ha;800.0;kg/ha;;;Autorisé;A la plantation;;Au semis ou à la plantation;;08/07/2020;Toutes cultures  hors sol  non destinées à l'alimentation humaine ou animales;
MFSC;1010009;FERTISORB;Autres;0.2;kg/m3;1.6;kg/m3;;;Autorisé;Au rempotage dans le substrat;;Au rempotage;;08/07/2020;Toutes cultures  hors sol  non destinées à l'alimentation humaine ou animale;
MFSC;9110045;HYDRORETENTEUR RETAN;Autres;100.0;kg/ha;800.0;kg/ha;;;Autorisé;A la plantation;;Au semis ou à la plantation;;08/07/2020;Toutes cultures  hors sol  non destinées à l'alimentation humaine ou animale;
MFSC;9110045;HYDRORETENTEUR RETAN;Autres;0.2;kg/m3;1.6;kg/m3;;;Autorisé;;;Au rempotage;;08/07/2020;Toutes cultures  hors sol  non destinées à l'alimentation humaine ou animale;
MFSC;1190713;KAOUA;Grandes cultures;1.0;L/ha;1.0;L/ha;;;Autorisé;;;Du stade épi de 1cm à début de floraison (BBCH 30-60);;18/10/2019;;
MFSC;1190713;KAOUA;Grandes cultures;1.0;L/ha;1.0;L/ha;;;Autorisé;;;Du stade rosette au stade C2-D2 (BBCH 19 à BBCH 31-53);;18/10/2019;;
MFSC;1190713;KAOUA;Grandes cultures;1.0;L/ha;1.0;L/ha;;;Autorisé;;;Du stade 5 feuilles au stade 9 feuilles (BBCH 15-19);;18/10/2019;;
MFSC;1190713;KAOUA;Grandes cultures;1.0;L/ha;1.0;L/ha;;;Autorisé;;;Du stade 4 feuilles au stade 8 feuilles (BBCH 14-18);;18/10/2019;;
MFSC;1190713;KAOUA;Cultures légumières;1.0;L/ha;1.0;L/ha;;;Autorisé;;;Tout au long du cycle à partir du stade BBCH 45;;18/10/2019;;
MFSC;1190713;KAOUA;Cultures légumières;1.0;L/ha;1.0;L/ha;;;Autorisé;;;Tout au long du cycle à partir du stade 6 feuilles (BBCH 16);;18/10/2019;Betterave;
MFSC;1160007;BIO-EFFICIENT;Autres;0.1;kg/ha;0.5;kg/ha;;;Autorisé;;;Semis;Semis;28/09/2016;Maïs, Cultures céréalières (blé, orge, avoine), Colza, Tournesol, Betterave ;
MFSC;1160007;BIO-EFFICIENT;Autres;0.1;kg/ha;0.5;kg/ha;;;Autorisé;;;Plantation;Plantation;28/09/2016;Pomme de terre;
MFSC;1160007;BIO-EFFICIENT;Cultures légumières;0.2;kg/ha;0.5;kg/ha;;;Autorisé;;;Semis, Plantation;Semis, Plantation;28/09/2016;;
MFSC;1180795;CROP-SET;;0.6;L/ha;0.6;L/ha;;;Autorisé;;;Stade rosette juste avant le début de l'élongation;;07/12/2018;Pulvérisation foliaire;
MFSC;1180795;CROP-SET;;0.6;L/ha;0.6;L/ha;;;Autorisé;;;Entre la chute des pétalest et fruit 1 cm. Puis au stade fruit 4-5 cm de diamètre.;;07/12/2018;Arbres fruitiers Pulvérisation foliaire;
MFSC;1180795;CROP-SET;Cultures florales;0.6;L/ha;0.6;L/ha;;;Autorisé;;;juste après la première floraison;;07/12/2018;Pulvérisation foliaire;
MFSC;1180795;CROP-SET;;0.6;L/ha;0.6;L/ha;;;Autorisé;;;Au stade 5-6 feuilles;;07/12/2018;Pulvérisation foliaire;
MFSC;1180795;CROP-SET;;0.6;L/ha;0.6;L/ha;;;Autorisé;;;Au stade 5-6 feuilles;;07/12/2018;Pois - Haricots Pulvérisation foliaire;
MFSC;1180795;CROP-SET;;0.6;L/ha;0.6;L/ha;;;Autorisé;;;pomme de terre industrielle : Fin tubérisation et début remplissage, puis au stade 2-4 cm pomme de terre consommation : Début stade crochet et avant remplissage puis répéter lorsque les plus gros sont à 2-4 cm pomme de terre semence : Dans le sillon  ;;07/12/2018;Pulvérisation foliaire;
MFSC;1180795;CROP-SET;Légumes racine;0.6;L/ha;0.6;L/ha;;;Autorisé;;;Stade 5-6 feuilles puis toutes les 4-6 semaines;;07/12/2018;Carotte Pulvérisation foliaire;
MFSC;1180795;CROP-SET;Cultures maraîchères;0.6;L/ha;0.6;L/ha;;;Autorisé;;;Avant floraison puis après chaque cueillette ;;07/12/2018;Tomate, fraise, ... Pulvérisation foliaire;
MFSC;6200054;YNFRASS;Grandes cultures;2.0;t/ha;2.0;t/ha;;;Autorisé;;;Avant semis ou fertilisation en cours de culture;;03/03/2020;dose de 2 t/ha uniquement pour des application au sol suivie d'un simple griffage. Apport annuel cumulé maximal : 8 tonnes/ha/an;
MFSC;6200054;YNFRASS;Cultures légumières;2.0;t/ha;2.0;t/ha;;;Autorisé;;;Avant semis ou fertilisation en cours de culture;;03/03/2020;Cultures légumières et maraichères. dose de 2 t/ha uniquement pour des application au sol suivie d'un simple griffage. Apport annuel cumulé maximal : 8 tonnes/ha/an;
MFSC;6200054;YNFRASS;;2.0;t/ha;2.0;t/ha;;;Autorisé;;;Au moment de l'implantation des prairies ou fertilisation en cours de culture;;03/03/2020;dose de 2 t/ha uniquement pour des application au sol suivie d'un simple griffage. Apport annuel cumulé maximal : 8 tonnes/ha/an;
MFSC;6200054;YNFRASS;Arboriculture fruitière et vigne;2.0;t/ha;2.0;t/ha;;;Autorisé;;;Mise en place ou fertilisation en cours de culture;;03/03/2020;dose de 2 t/ha uniquement pour des application au sol suivie d'un simple griffage. Apport annuel cumulé maximal : 8 tonnes/ha/an;
MFSC;6200054;YNFRASS;Grandes cultures;4.8;t/ha;4.8;t/ha;;;Autorisé;;;Avant semis ou fertilisation en cours de culture;;03/03/2020;dose de 4,8 t/ha si le produit est incorporé au sol sur 20 cm de profondeur Apport annuel cumulé maximal : 8 tonnes/ha/an;
MFSC;6200054;YNFRASS;Cultures légumières;4.8;t/ha;4.8;t/ha;;;Autorisé;;;Avant semis ou fertilisation en cours de culture;;03/03/2020;Cultures légumières et maraichères.  dose de 4,8 t/ha si le produit est incorporé au sol sur 20 cm de profondeur Apport annuel cumulé maximal : 8 tonnes/ha/an;
MFSC;6200054;YNFRASS;;4.8;t/ha;4.8;t/ha;;;Autorisé;;;Au moment de l'implantation des prairies ou fertilisation en cours de culture;;03/03/2020;dose de 4,8 t/ha si le produit est incorporé au sol sur 20 cm de profondeur Apport annuel cumulé maximal : 8 tonnes/ha/an;
MFSC;6200054;YNFRASS;Cultures ornementales;215.0;g sa/m²;215.0;g sa/m²;;;Autorisé;;;Incorporation par mélange aux supports de culture;;03/03/2020;;
