type produit;numero AMM;nom produit;type culture libelle;dose min par apport;dose min par apport unite;dose max par apport;dose max par apport unite;stade cultural min (BBCH);stade cultural max (BBCH);etat usage;saison application min;saison application max;saison application min commentaire;saison application max commentaire; date decision;culture commentaire;
MFSC;1180827;B-300F;;2.0;mL/kg semences;2.0;mL/kg semences;;;Autorisé;;;semis;;10/12/2018;traitement des semences;
MFSC;1180153;B-360;Grandes cultures;;;0.33;mL/kg semences;;;Autorisé;Au semis;Au semis;Traitement de semences;Traitement de semences;26/06/2018;Traitement de semences;
MFSC;1190795;TRICHODUO;Grandes cultures;0.2;kg/ha;0.4;kg/ha;;;Autorisé;;;Semis Après semis Après récolte;;18/11/2019;Céréales, oléagineux et protéagineux Épandage ou pulvérisation au sol;
MFSC;1190795;TRICHODUO;;0.2;kg/ha;0.4;kg/ha;;;Autorisé;;;Chute des feuilles Reprise de la végétation;;18/11/2019;Épandage ou pulvérisation au sol;
MFSC;1190795;TRICHODUO;Autres;0.2;kg/ha;0.4;kg/ha;;;Autorisé;;;Début du printemps Reprise de la végétation Semis;;18/11/2019;Betterave (sucrière, fourragère, rouge) Épandage ou pulvérisation au sol;
MFSC;1190793;SAUVIGNON BLANC PRO-THIOLS;;2.0;kg/ha;2.0;kg/ha;;;Autorisé;;;Début véraison;;18/11/2019;Pulvérisation foliaire;
MFSC;1190716;FERTI AMI;Traitements généraux;0.5;kg/ha;2.0;kg/ha;;;Autorisé;;;Pendant tout le cycle végétatif;;18/10/2019;Pulvérisation foliaire Toutes cultures (vigne, arboriculture, maraîchage, grandes cultures, horticulture et pépinière, cultures industrielles, prairies, espaces verts et terrains de sport);
MFSC;1190716;FERTI AMI;Traitements généraux;3.0;kg/ha;6.0;kg/ha;;;Autorisé;;;Pendant tout le cycle végétatif.;;18/10/2019;Ferti-irrigation ou irrigation Toutes cultures (vigne, arboriculture, maraîchage, grandes cultures, horticulture et pépinière, cultures industrielles, prairies, espaces verts et terrains de sport);
MFSC;1190716;FERTI AMI;Traitements généraux;0.035;kg/ha;50.0;kg/ha;;;Autorisé;;;Pendant tout le cycle végétatif;;18/10/2019;Engrais solides ou liquides, amendements ou amendements-engrais conformes aux normes - NF U42-001 - NF U42-002-1 - NF U42-002-2 - NF U42-003-1 - NF U42-003-2 - NF U42-004  - NF U44-001 - NF U44-051 - NF U44-203 - règlement (CE) 2003/2003 Toutes cultures (vigne, arboriculture, maraîchage, grandes cultures, horticulture et pépinière, cultures industrielles, prairies, espaces verts et terrains de sport);
MFSC;1160072;FERTILEADER ELITE;Arboriculture fruitière et vigne;4.0;L/ha;;;;;Autorisé;;;début de la nouaison en pulvérisant tous les 15j;;13/12/2016;;
MFSC;1160072;FERTILEADER ELITE;Arboriculture fruitière et vigne;4.0;L/ha;;;;;Autorisé;;;début de la nouaison en pulvérisant tous les 15j;;13/12/2016;;
MFSC;1160072;FERTILEADER ELITE;Cultures maraîchères;4.0;L/ha;;;;;Autorisé;;;croissance des fruits en pulvérisant tous les 15j;;13/12/2016;;
MFSC;1160074;FERTILEADER GOLD;Grandes cultures;2.0;L/ha;3.0;L/ha;;;Autorisé;;;stade de croissance intense et/ou avant floraison en pulvérisant tous les 15 jours;;13/12/2016;;
MFSC;1160074;FERTILEADER GOLD;Grandes cultures;3.0;L/ha;;;;;Autorisé;;;4 à 8 feuilles et/ou avant la floraison;;13/12/2016;;
MFSC;1160074;FERTILEADER GOLD;Grandes cultures;3.0;L/ha;;;;;Autorisé;;;6 feuilles et/ou avant la floraison;;13/12/2016;;
MFSC;1160074;FERTILEADER GOLD;Grandes cultures;3.0;L/ha;;;;;Autorisé;;;6 à 10 feuilles;;13/12/2016;;
MFSC;1160074;FERTILEADER GOLD;Autres;3.0;L/ha;;;;;Autorisé;;;hauteur de plante de 10 cm jusqu'à floraison en pulvérisant tous les 15 jours;;13/12/2016;Légumineuses;
MFSC;1160074;FERTILEADER GOLD;Grandes cultures;2.0;L/ha;;;;;Autorisé;;;début de la croissance intense des feuilles;;13/12/2016;;
MFSC;1160074;FERTILEADER GOLD;Cultures maraîchères;4.0;L/ha;;;;;Autorisé;;;avant floraison en pulvérisant tous les 15 jours;;13/12/2016;;
MFSC;1190517;FERTILEADER KALEO;Grandes cultures;3.0;L/ha;5.0;L/ha;;;Autorisé;;;;;02/08/2019;dont céréales, pommes de terre (voir ci-dessous) pulvérisation foliaire;
MFSC;1190517;FERTILEADER KALEO;;3.0;L/ha;3.0;L/ha;;;Autorisé;;;Gonflement de l'épi;;02/08/2019;dont blé, colza (voir ci-dessous) pulvérisation foliaire;
MFSC;1190517;FERTILEADER KALEO;;3.0;L/ha;3.0;L/ha;;;Autorisé;;;Du stade 2 noeuds à l'épiaison;;02/08/2019;pulvérisation foliaire;
MFSC;1190517;FERTILEADER KALEO;Autres;5.0;L/ha;5.0;L/ha;;;Autorisé;;;Nouaison Puis tous les 15 jours;;02/08/2019;cucurbitacées (courgettes, concombres, melons) pulvérisation foliaire;
MFSC;1190517;FERTILEADER KALEO;Autres;3.0;L/ha;3.0;L/ha;;;Autorisé;;;4 feuilles Puis tous les 15 jours;;02/08/2019;légumes-feuilles (laitues, chicorées, frisées et scaroles) pulvérisation foliaire;
MFSC;1190517;FERTILEADER KALEO;;5.0;L/ha;5.0;L/ha;;;Autorisé;;;Grossissement du fruit / de la racine Puis tous les 15 jours;;02/08/2019;pulvérisation foliaire;
MFSC;1190517;FERTILEADER KALEO;Autres;5.0;L/ha;5.0;L/ha;;;Autorisé;;;Grossissement du fruit / de la racine Puis tous les 15 jours;;02/08/2019;brassicacées (choux-fleurs) pulvérisation foliaire;
MFSC;1190517;FERTILEADER KALEO;;3.0;L/ha;3.0;L/ha;;;Autorisé;;;Chute des pétales;;02/08/2019;pulvérisation foliaire;
MFSC;1190517;FERTILEADER KALEO;;5.0;L/ha;5.0;L/ha;;;Autorisé;;;10 cm puis tous les 15 jours;;02/08/2019;pulvérisation foliaire;
MFSC;1190517;FERTILEADER KALEO;Arboriculture fruitière et vigne;3.0;L/ha;5.0;L/ha;;;Autorisé;;;Début de grossissement du fruit Puis tous les 15 jours;;02/08/2019;dont vigne (voir ci-dessous) pulvérisation foliaire;
MFSC;1190517;FERTILEADER KALEO;;3.0;L/ha;5.0;L/ha;;;Autorisé;;;Développement des feuilles Tous les 15 jours Nouaison Puis tous les 15 jours;;02/08/2019;pulvérisation foliaire;
MFSC;1190517;FERTILEADER KALEO;Cultures maraîchères;3.0;L/ha;5.0;L/ha;;;Autorisé;;;;;02/08/2019;dont légumes, cucurbitacées, légumes-feuilles, oignons, brassicacées (voir ci-dessous) pulvérisation foliaire;
MFSC;1190517;FERTILEADER KALEO;Cultures légumières;5.0;L/ha;5.0;L/ha;;;Autorisé;;;Nouaison Puis tous les 15 jours;;02/08/2019;(tomates, aubergines, poivrons, ail, fraises) pulvérisation foliaire;
MFSC;1190792;FERTILEADER MAGGIO;Cultures maraîchères;;;5.0;L/ha;;;Autorisé;;;Au développement des feuilles  puis tous les 15 jours.;;27/11/2019;;
MFSC;1190792;FERTILEADER MAGGIO;;;;5.0;L/ha;;;Autorisé;;;A la chute des pétales puis tous les 15 jours.;;27/11/2019;;
MFSC;1190792;FERTILEADER MAGGIO;;;;5.0;L/ha;;;Autorisé;;;Au développement des feuilles puis tous les 15 jours.;;27/11/2019;;
MFSC;1160075;FERTILEADER MAGICAL;Arboriculture fruitière et vigne;4.0;L/ha;;;;;Autorisé;;;début de la croissance des fruits en pulvérisant tous les 15 jours;;13/12/2016;;
MFSC;1160075;FERTILEADER MAGICAL;Arboriculture fruitière et vigne;4.0;L/ha;;;;;Autorisé;;;début de la croissance des fruits en pulvérisant tous les 15 jours;;13/12/2016;;
MFSC;1160075;FERTILEADER MAGICAL;Cultures maraîchères;4.0;L/ha;;;;;Autorisé;;;début de la croissance des fruits en pulvérisant tous les 15 jours;;13/12/2016;;
MFSC;1160075;FERTILEADER MAGICAL;Grandes cultures;4.0;L/ha;;;;;Autorisé;;;stade de croissance intense en pulvérisant tous les 15 jours;;13/12/2016;;
MFSC;1160075;FERTILEADER MAGICAL;Grandes cultures;4.0;L/ha;;;;;Autorisé;;;croissance des tubercules en pulvérisant tous les 15 jours;;13/12/2016;;
MFSC;1190816;FERTILEADER SILVER;;3.0;L/ha;3.0;L/ha;;;Autorisé;;;Dès le stade 6-10 feuilles puis tous les 15 jours;;27/11/2019;;
MFSC;1190816;FERTILEADER SILVER;;1.0;L/ha;1.0;L/ha;;;Autorisé;;;Avant la floraison au grossissement du fruit puis tous les 15 jours;;27/11/2019;;
MFSC;1190816;FERTILEADER SILVER;;3.0;L/ha;3.0;L/ha;;;Autorisé;;;Avant floraison au grossissement du fruit puis tous les 15 jours;;27/11/2019;;
MFSC;1190816;FERTILEADER SILVER;;3.0;L/ha;3.0;L/ha;;;Autorisé;;;A la fin de la floraison puis tous les 15 jours;;27/11/2019;Verger;
MFSC;1190816;FERTILEADER SILVER;Grandes cultures;4.0;L/ha;4.0;L/ha;;;Autorisé;;;Au stade 3 x 2 feuilles puis avant la floraison;;27/11/2019;;
MFSC;1190816;FERTILEADER SILVER;Grandes cultures;3.0;L/ha;3.0;L/ha;;;Autorisé;;;Au stade 4-8 feuilles puis avant la floraison;;27/11/2019;;
MFSC;1190816;FERTILEADER SILVER;Grandes cultures;1.0;L/ha;1.0;L/ha;;;Autorisé;;;Au stade développement des feuilles;;27/11/2019;;
MFSC;1190816;FERTILEADER SILVER;;2.0;L/ha;3.0;L/ha;;;Autorisé;;;Dès le stade 10 cm puis 15 jours après;;27/11/2019;;
MFSC;1160076;FERTILEADER VERTIS;Cultures maraîchères;5.0;L/ha;;;;;Autorisé;;;développement des feuilles en pulvérisant tous les 15 jours;;13/12/2016;;
MFSC;1160076;FERTILEADER VERTIS;Arboriculture fruitière et vigne;5.0;L/ha;;;;;Autorisé;;;;;13/12/2016;;
MFSC;1160076;FERTILEADER VERTIS;Arboriculture fruitière et vigne;5.0;L/ha;;;;;Autorisé;;;chute des pétales en pulvérisant tous les 15 jours;;13/12/2016;;
MFSC;1190709;FERTILEADER VIRIDIS;Cultures maraîchères;5.0;L/ha;5.0;L/ha;;;Autorisé;;;Au développement des feuilles en pulvérisant tous les 15  jours;;18/10/2019;;
MFSC;1190709;FERTILEADER VIRIDIS;;5.0;L/ha;5.0;L/ha;;;Autorisé;;;A la chute des pétales en pulvérisant tous les 15 jours.;;18/10/2019;;
MFSC;1190709;FERTILEADER VIRIDIS;;5.0;L/ha;5.0;L/ha;;;Autorisé;;;Au développement des feuilles en pulvérisant tous les 15 jours;;18/10/2019;;
MFSC;1200284;BLUEN;Autres;0.333;kg/ha;0.333;kg/ha;13;16;Autorisé;;;Pulverisation foliaire. Entre stades BBCH 13 et 16;;;Cultures herbacées extensives: céréales d'hiver, céréales de printemps, maïs, maïs fourrager, riz, sorgho, céréales fourragères, gazon, tournesol, soja, tabac, coton, luzerne, légumineuses à graines;
MFSC;1190085;GENEO 101;;3.0;L/ha;5.0;L/ha;;;Autorisé;;;Toute l'année, à l'implantation de la culture;;05/08/2019;Pulvérisation foliaire ou au sol;
MFSC;1190085;GENEO 101;;5.0;L/ha;8.0;L/ha;;;Autorisé;;;Toute l'année, à l'implantation de la culture.;;05/08/2019;Pulvérisation foliaire ou au sol;
MFSC;1190085;GENEO 101;;3.0;L/ha;5.0;L/ha;;;Autorisé;;;Toute l'année, à l'implantation de la culture;;05/08/2019;Pulvérisation foliaire ou au sol;
MFSC;1190085;GENEO 101;;3.0;L/ha;5.0;L/ha;;;Autorisé;;;Toute l'année, à l'implantation de la culture;;05/08/2019;Pulvérisation foliaire ou au sol;
MFSC;1190085;GENEO 101;;4.0;L/ha;5.0;L/ha;;;Autorisé;;;Toute l'année, à l'implantation de la culture;;05/08/2019;Pulvérisation foliaire ou au sol;
MFSC;1190085;GENEO 101;;4.0;L/ha;8.0;L/ha;;;Autorisé;;;Toute l'année, à l'implantation de la culture;;05/08/2019;Pulvérisation foliaire ou au sol;
MFSC;1190085;GENEO 101;;5.0;L/ha;10.0;L/ha;;;Autorisé;;;Toute l'année, à l'implantation de la culture et au stade de développement racinaire.;;05/08/2019;Pulvérisation foliaire ou au sol;
MFSC;1190085;GENEO 101;Cultures maraîchères;5.0;L/ha;10.0;L/ha;;;Autorisé;;;Toute l'année, à l'implantation de la culture et au stade de développement racinaire.;;05/08/2019;Pulvérisation foliaire ou au sol;
MFSC;1190084;GENEO 102;Cultures maraîchères;5.0;L/ha;10.0;L/ha;;;Autorisé;;;Toute l'année, à l'implantation des cultures;;05/08/2019;Pulvérisation foliaire ou au sol;
MFSC;1190084;GENEO 102;;5.0;L/ha;10.0;L/ha;;;Autorisé;;;Toute l'année, à l'implantation des cultures et au stade de développement racinaire.;;05/08/2019;Pulvérisation foliaire ou au sol;
MFSC;1190084;GENEO 102;Grandes cultures;3.0;L/ha;8.0;L/ha;;;Autorisé;;;Toute l'année, à l'implantation des cultures;;05/08/2019;Pulvérisation foliaire ou au sol;
MFSC;1190084;GENEO 102;;3.0;L/ha;5.0;L/ha;;;Autorisé;;;Toute l'année, à l'implantation de la culture;;05/08/2019;Pulvérisation foliaire ou au sol;
MFSC;1190084;GENEO 102;;5.0;L/ha;8.0;L/ha;;;Autorisé;;;Toute l'année, à l'implantation de la culture;;05/08/2019;Pulvérisation foliaire ou au sol;
MFSC;1190084;GENEO 102;;3.0;L/ha;5.0;L/ha;;;Autorisé;;;Toute l'année, à l'implantation de la culture;;05/08/2019;Pulvérisation foliaire ou au sol;
MFSC;1190084;GENEO 102;;3.0;L/ha;5.0;L/ha;;;Autorisé;;;Toute l'année, à l'implantation de la culture;;05/08/2019;Pulvérisation foliaire ou au sol;
MFSC;1190084;GENEO 102;;4.0;L/ha;5.0;L/ha;;;Autorisé;;;Toute l'année, à l'implantation de la culture;;05/08/2019;Pulvérisation foliaire ou au sol;
MFSC;1190084;GENEO 102;;4.0;L/ha;8.0;L/ha;;;Autorisé;;;Toute l'année, à l'implantation de la culture;;05/08/2019;Pulvérisation foliaire ou au sol;
MFSC;1190086;GENEO 104;;3.0;L/ha;5.0;L/ha;;;Autorisé;;;Toute l'année, à l'implantation de la culture;;05/08/2019;Pulvérisation foliaire ou au sol;
MFSC;1190086;GENEO 104;;5.0;L/ha;8.0;L/ha;;;Autorisé;;;Toute l'année à l'implantation de la culture;;05/08/2019;Pulvérisation foliaire ou au sol;
MFSC;1190086;GENEO 104;;3.0;L/ha;5.0;L/ha;;;Autorisé;;;Toute l'année, à l'implantation des cultures;;05/08/2019;Pulvérisation foliaire ou au sol;
MFSC;1190086;GENEO 104;;1.0;L/ha;2.0;L/ha;;;Autorisé;;;Toute l'année, à l'implantation des cultures;;05/08/2019;Pulvérisation foliaire ou au sol;
MFSC;1190086;GENEO 104;;4.0;L/ha;5.0;L/ha;;;Autorisé;;;Toute l'année, à l'implantation de la culture;;05/08/2019;Pulvérisation foliaire ou au sol;
MFSC;1190086;GENEO 104;;4.0;L/ha;8.0;L/ha;;;Autorisé;;;Toute l'année, à l'implantation de la culture;;05/08/2019;Pulvérisation foliaire ou au sol;
MFSC;1190086;GENEO 104;;5.0;L/ha;10.0;L/ha;;;Autorisé;;;Toute l'année à l'implantation des cultures et au stade de développement racinaire;;05/08/2019;Pulvérisation foliaire ou au sol;
MFSC;1190086;GENEO 104;Cultures maraîchères;5.0;L/ha;10.0;L/ha;;;Autorisé;;;Toute l'année à l'implantation de la culture;;15/03/2019;Pulvérisation foliaire ou au sol;
MFSC;1190086;GENEO 104;Grandes cultures;3.0;L/ha;8.0;L/ha;;;Autorisé;;;;Toute l'année, à l'implantation des cultures;05/08/2019;Pulvérisation foliaire ou au sol;
MFSC;1180653;RACINETT;Autres;7.0;L/ha;20.0;L/ha;;;Autorisé;;;Pendant le cycle de croissance;;21/02/2020;Culture avec un cycle de moins de 6 mois Incorporation au sol. Ferti-irrigation;
MFSC;1180653;RACINETT;Autres;7.0;L/ha;20.0;L/ha;;;Autorisé;;;Pendant le cycle de croissance;;21/02/2020;Culture avec un cycle de plus de 6 mois Incorporation au sol Ferti-irrigation;
MFSC;1000053;AS45;Traitements généraux;560.0;kg/ha;560.0;kg/ha;;;Autorisé;;;Avant semis;;09/04/2020;Toutes cultures Application au sol;
MFSC;1200159;TRICHOSYM BIO;Cultures légumières;2.0;L/ha;2.0;L/ha;;;Autorisé;;;Durant la culture (5 à 10 jours après semis / repiquage / plantation ou transplantation);;13/03/2020;et maraîchères;
MFSC;1200025;AGRHO S-BOOST ELX EU;;;;20.0;mL/kg;;;Autorisé;;;Semis;;03/04/2020;;
MFSC;1200025;AGRHO S-BOOST ELX EU;;;;20.0;mL/kg;;;Autorisé;;;Semis;;03/04/2020;;
MFSC;1200025;AGRHO S-BOOST ELX EU;;;;20.0;mL/kg;;;Autorisé;;;Semis;;03/04/2020;;
MFSC;1200025;AGRHO S-BOOST ELX EU;;;;20.0;mL/kg;;;Autorisé;;;Semis;;03/04/2020;;
MFSC;1200025;AGRHO S-BOOST ELX EU;;;;20.0;mL/kg;;;Autorisé;;;Semis;;03/04/2020;;
MFSC;1200025;AGRHO S-BOOST ELX EU;;;;20.0;mL/kg;;;Autorisé;;;Semis;;03/04/2020;;
MFSC;1200025;AGRHO S-BOOST ELX EU;;;;20.0;mL/kg;;;Autorisé;;;Semis;;03/04/2020;;
MFSC;1200025;AGRHO S-BOOST ELX EU;;;;20.0;mL/kg;;;Autorisé;;;Semis;;03/04/2020;;
MFSC;1200025;AGRHO S-BOOST ELX EU;;;;20.0;mL/kg;;;Autorisé;;;Semis;;03/04/2020;;
MFSC;1200025;AGRHO S-BOOST ELX EU;;;;20.0;mL/kg;;;Autorisé;;;Semis;;03/04/2020;;
MFSC;1200025;AGRHO S-BOOST ELX EU;Autres;;;20.0;mL/kg;;;Autorisé;;;Semis;;03/04/2020;Coton;
MFSC;1200025;AGRHO S-BOOST ELX EU;Cultures légumières;;;36.0;mL/kg;;;Autorisé;;;Semis;;03/04/2020;;
MFSC;1200025;AGRHO S-BOOST ELX EU;Autres;;;20.0;mL/kg;;;Autorisé;;;Semis;;03/04/2020;Betterave;
MFSC;1200025;AGRHO S-BOOST ELX EU;;;;20.0;mL/kg;;;Autorisé;;;Semis;;03/04/2020;;
MFSC;1200025;AGRHO S-BOOST ELX EU;Autres;;;20.0;mL/kg;;;Autorisé;;;Semis;;03/04/2020;cultures intermédiaires (moutarde, vesce, trèfle, radis, pois, fèverole, avoine, phacélie...);
MFSC;1200025;AGRHO S-BOOST ELX EU;;;;20.0;mL/kg;;;Autorisé;;;Semis;;03/04/2020;;
MFSC;1200025;AGRHO S-BOOST ELX EU;Gazon de graminées;;;20.0;mL/kg;;;Autorisé;;;Semis;;03/04/2020;;
MFSC;1200025;AGRHO S-BOOST ELX EU;;;;36.0;mL/kg;;;Autorisé;;;Semis;;03/04/2020;;
MFSC;1130011;LA PLUIE SOLIDE;Autres;100.0;kg/ha;800.0;kg/ha;;;Autorisé;Au semis;;Au semis ou à la plantation;;08/07/2020;Toutes cultures  hors sol  non destinées à l'alimentation humaine ou animale;
MFSC;1130011;LA PLUIE SOLIDE;Autres;0.2;kg/m3;1.6;kg/m3;;;Autorisé;;;;Au rempotage;08/07/2020;Toutes cultures  hors sol  non destinées à l'alimentation humaine ou animale;
MFSC;1160080;LYCC 6420;Autres;5.0;kg/hL;5.0;kg/hL;;;Autorisé;;;au semis ou à la plantation de la culture puis sur le cycle de croissance de la plante;;22/12/2016;cultures légumières et légumes industries, cultures fruitières et vigne, grandes cultures, cultures florales, gazons, arbres et arbustes d'ornement et plantes vertes, champignons;
MFSC;8410030;AQUASORB 3005;Autres;100.0;kg/ha;800.0;kg/ha;;;Autorisé;;;Au semis ou à la plantation;;08/07/2020;Toutes cultures  hors sol  non destinées à l'alimentation humaine ou animale;
MFSC;8410030;AQUASORB 3005;Autres;0.2;kg/m3;1.6;kg/m3;;;Autorisé;;;Au rempotage;;08/07/2020;Toutes cultures  hors sol  non destinées à l'alimentation humaine ou animale;
MFSC;1190520;XURIAN;Arboriculture fruitière et vigne;1.5;kg/ha;1.5;kg/ha;;;Autorisé;Novembre;Mars;entre les stades BBCH 91 et BBCH 00 (Novembre à mars (hors végétation) Après récolte et avant reprise de végétation);entre les stades BBCH 91 et BBCH 00 Novembre à mars (hors végétation) Après récolte et avant reprise de végétation;01/08/2019;Uniquement sur vigne. Volume de dilution : 150 L/ha Application au sol : par épandage en plein ou localisé, en pulvérisation ou par le système d'irrigation.;
MFSC;1180459;ROOTER;Autres;;;1.0;L/ha;;;Autorisé;;;Automne et printemps, au stade 4-5 feuilles.;;27/07/2018;Pulvérisation foliaire;
MFSC;1180459;ROOTER;Autres;;;1.0;L/ha;;;Autorisé;;;Automne et printemps, du stade 2-3 feuilles jusqu'à la fin du tallage;;27/07/2018;Pulvérisation foliaire;
MFSC;1180459;ROOTER;Autres;;;1.0;L/ha;;;Autorisé;;;Au stade 4-8 feuilles;;27/07/2018;Pulvérisation foliaire;
MFSC;1180781;CALICO MAX;Arboriculture fruitière et vigne;2.0;L/ha;3.0;L/ha;;;Autorisé;;;Après la nouaison puis répéter l'application 7 à 14 jours après.;;21/11/2018;pommier, poirier, pêcher, abricotier, prunier, cerisier, kiwi, agrumes;
MFSC;1180781;CALICO MAX;Arboriculture fruitière et vigne;2.0;L/ha;3.0;L/ha;;;Autorisé;;;Après la nouaison puis répéter l'application 7 à 14 jours après;;21/11/2018;;
MFSC;1180781;CALICO MAX;;1.0;L/ha;3.0;L/ha;;;Autorisé;;;Après la mise à fruit. Répéter si nécessaire;;21/11/2018;;
MFSC;1180781;CALICO MAX;Cultures légumières;1.0;L/ha;3.0;L/ha;;;Autorisé;;;Après la mise à fruit. Répéter si nécessaire;;21/11/2018;tomate, poivron, aubergine, courgette, melon, pastèque, concombre;
MFSC;1180781;CALICO MAX;Autres;1.0;L/ha;3.0;L/ha;;;Autorisé;;;Après la mise à fruit. Répéter si nécessaire;;21/11/2018;haricot, fève, pois;
MFSC;1110014;RHIZOCELL;Cultures florales;0.01;g/cm;0.05;g/cm;;;Autorisé;A la plantation;;;;31/05/2012;Dans le trou de plantation;
MFSC;1110014;RHIZOCELL;Cultures florales;0.01;g/cm;0.02;g/cm;;;Autorisé;A la plantation;;;;31/05/2012;Apports/an;
MFSC;1110014;RHIZOCELL;Cultures florales;0.01;g/alvéole;0.05;g/alvéole;;;Autorisé;A la plantation;;;;31/05/2012;Apports/an;
MFSC;1110014;RHIZOCELL;Cultures maraîchères;1.0;kg/ha;1.0;kg/ha;;;Autorisé;Au semis;;;;31/05/2012;Apports/an;
MFSC;1110014;RHIZOCELL;Autres;40.0;g/m3;400.0;g/m3;;;Autorisé;;;;;31/05/2012;Mélange au substrat. ;
MFSC;1110014;RHIZOCELL;Traitement des semences;;;1.0;kg d'inoculum/ha;;;Autorisé;;;Traitement de semences;;22/09/2017;Traitement de semences: Cultures florales, cultures maraichères et maïs. 1 kg/ha : dose maximale de produit à appliquer sur la quantité de semences qui sera semée sur 1 ha.;
MFSC;1110014;RHIZOCELL;Autres;1000.0;g inoculum / ha;1000.0;g inoculum / ha;;;Autorisé;;;Au semis ou à la plantation puis sur le cycle de croissance végétative;;05/02/2016;Sol;
MFSC;1110014;RHIZOCELL;Grandes cultures;1.0;kg/ha;1.0;kg/ha;;;Autorisé;;;Par pulvérisation au semis ou à la plantation, puis au début du cycle de croissance végétative;;22/09/2017;;
MFSC;1110014;RHIZOCELL;Autres;1000.0;g inoculum / ha;1000.0;g inoculum / ha;;;Autorisé;;;Au semis ou à la plantation puis sur le cylcle de croissance végétative;;05/02/2016;Sol ;
MFSC;1200558;LANAPLUS;Autres;1.0;kg/ha;3.0;kg/ha;;;Autorisé;;;A la plantation et/ou durant les premiers stades de croissance de la plantes;;28/08/2020;Céréales, gazon, agrumes, légumes maraîchers (tomate, concombre, poivron, salade…), framboisier, fruits à pépins, fruit à noyaux, amandier, noisetier, pistachier, fruits tropicaux, olivier, plantes ornementales, vignes;
MFSC;1180071;H-85 WG;Cultures légumières;3.0;kg/ha;5.0;kg/ha;;;Autorisé;;;Applications à effectuer sur les périodes suivantes :  Semis, début floraison, croissance du fruit;;20/04/2018;Ferti-irrigation  (Poivron, tomate, laitue, oignon, pomme de terre, brocoli, chou-fleur, chou blanc, melon, pastèque, courgette, carotte,…)  ;
MFSC;1180071;H-85 WG;Cultures légumières;3.0;kg/ha;5.0;kg/ha;;;Autorisé;;;Semis;;20/04/2018;Traitement des semences ou pulvérisation au sol (Traitement des semences par immersion dans une solution de 3 à 4 g de produit/L d'eau ou pulvérisation au sol avec une solution à 3 à 4 g de produit/L d'eau.) (Poivron, tomate, laitue, oignon, pomme de terre, brocoli, chou-fleur, chou blanc, melon, pastèque, courgette, carotte,…) ;
MFSC;1180071;H-85 WG;;3.0;kg/ha;5.0;kg/ha;;;Autorisé;;;Applications à effectuer sur les périodes suivantes :  Gonflement des bourgeons des inflorescences, début floraison, gonflement, croissance du fruit;;20/04/2018;Ferti-irrigation  (fruits à pépins (pomme, poire,…), fruits à noyaux (cerise, abricot, pêche,…), agrumes (citron, orange, mandarine,...), fruits tropicaux (ananas, papaye, mangue,..)) ;
MFSC;1180071;H-85 WG;;3.0;kg/ha;5.0;kg/ha;;;Autorisé;;;Semis;;20/04/2018;Traitement des semences ou pulvérisation au sol (Traitement des semences par immersion dans une solution de 3 à 4 g de produit/L d'eau ou pulvérisation au sol avec une solution à 3 à 4 g de produit/L d'eau.)  (fruits à pépins (pomme, poire,…), fruits à noyaux (cerise, abricot, pêche,…), agrumes (citron, orange, mandarine,...), fruits tropicaux (ananas, papaye, mangue,..));
MFSC;1180071;H-85 WG;;3.0;kg/ha;5.0;kg/ha;;;Autorisé;;;Au semis;;20/04/2018;Ferti-irrigation ou  Traitement des semences  ou pulvérisation au sol (Traitement des semences par immersion dans une solution de 3 à 4 g de produit/L d'eau ou pulvérisation au sol avec une solution à 3 à 4 g de produit/L d'eau.)  (maïs, sorgho, blé, orge, triticale, seigle,...) ;
MFSC;1180071;H-85 WG;Cultures ornementales;2.0;kg/ha;3.0;kg/ha;;;Autorisé;;;Applications hebdomadaires dès le semis et tout au long du cycle;;20/04/2018;Ferti-irrigation (rose, œillet, gerbera);
MFSC;1180071;H-85 WG;Cultures ornementales;2.0;kg/ha;3.0;kg/ha;;;Autorisé;;;Au semis;;20/04/2018;Traitement des semences ou pulvérisation au sol (Traitement des semences par immersion dans une solution de 3 à 4 g de produit/L d'eau ou pulvérisation au sol avec une solution à 3 à 4 g de produit/L d'eau.)  (rose, œillet, gerbera);
MFSC;1180658;KALIO;Grandes cultures;;;;;;;Autorisé;;;Automne / Printemps;;06/12/2018;Grandes cultures;
MFSC;1180658;KALIO;Autres;;;;;;;Autorisé;Automne;Printemps;;;06/12/2018;Prairies;
MFSC;1190281;DALCON;Traitements généraux;2.0;L/ha;3.0;L/ha;;;Autorisé;;;Cycle de culture;;16/05/2019;Tous types de cultures par application foliaire Les apports sont espacés de 15 à 20 jours;
MFSC;1190281;DALCON;Traitements généraux;3.0;L/ha;5.0;L/ha;;;Autorisé;;;Cycle de culture;;16/05/2019;Tous types de cultures par Fertirrigation Les apports sont espacés de 15 à 20 jours;
MFSC;1000011;LALVIGNE MATURE;Autres;;;2.0;L/ha;85;85;Autorisé;Eté;;Véraison;* Premier apport : début de véraison (5 % de véraison), deuxième apport : 7 à 14 jours après la première application.;02/12/2015;Vigne;
MFSC;1190280;CODAN PLUS;Traitements généraux;1.0;L/ha;2.5;L/ha;;;Autorisé;;;Cycle de culture;;16/05/2019;Tous types de cultures par application foliaire;
