type produit;numero AMM;nom produit;Composition;Revendication;Dénomination de classe;
MFSC;1020021;RHIZOFLO SOJA;Bradyrhizobium japonicum souche G49 (Min: 10.0 10^9 germes/g, Max: 10.0 10^9 germes/g) ;;Matière fertilisante | Préparation bactérienne;
MFSC;1000042;INTRACELL;;;Engrais pour pulvérisation foliaire;
MFSC;1180321;RHIZO POWER RHIZOBIUM LEGUMINOSARUM;Rhizobium leguminosarum (Min: 10000000000 UFC/mL, Max: 10000000000 UFC/mL) ;;Matière fertilisante;
MFSC;1190125;GENEO 103;;Carbone organique (Min:  , Max:  )  | Substances humiques* (Min:  , Max:  )  | Acide aminé (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1190145;NUTRILIS;Trichoderma harzianum souche B97 (Min: 1000000.0 UFC/g, Max: 1000000.0 UFC/g)  | Phanerochaete chrysosporium B227 (Min: 100000.0 UFC/g, Max: 100000.0 UFC/g)  | Maltodextrine (Min: 98.9 %, Max: 98.9 %) ;;Préparation fongique;
MFSC;1190124;ASTELIS SUPOR;Cuivre chélaté (Min: 0.1 %, Max: 0.1 %)  | Manganèse chélaté (Min: 1.0 %, Max: 1.0 %)  | Zinc chélaté (Min: 1.0 %, Max: 1.0 %) ;Carbone organique (Min:  , Max:  )  | Silice (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1190707;AMYLIS;Bacillus amyloliquefaciens (Min: 1000000000 UFC/mL, Max: 1000000000 UFC/mL) ;;Préparation bactérienne | Additif agronomique;
MFSC;1190518;RHIZOSEED;Sinorhizobium meliloti (Min: 250000000 UFC/g, Max: 250000000 UFC/g)  | Maltodextrine (Min: 98.0 %, Max: 98.0 %) ;;Préparation bactérienne;
MFSC;1180792;VEGETAL BETAPHOS;Azote total (Min: 3.8 %, Max: 3.8 %)  | Azote organique (Min: 3.5 %, Max: 3.5 %)  | Carbone organique (C) (Min: 15.0 %, Max: 15.0 %)  | Anhydride phosphorique (Min: 3.0 %, Max: 3.0 %)  | Oxyde de potassium (K2O)  (Min: 2.5 %, Max: 2.5 %) ;;Matière fertilisante;
MFSC;1000022;MYCOUP;;;Matière fertilisante;
MFSC;1190706;MOKA;Matière séche (Min: 48.9 %, Max: 48.9 %)  | Matières organiques (Min: 40.3 %, Max: 40.3 %)  | Azote (N) total (Min: 6.3 %, Max: 6.3 %)  | Acides aminés libres (Min: 25.0 %, Max: 25.0 %)  | pH (Min: 4.8 , Max: 4.8 ) ;;Matière fertilisante;
MFSC;1180802;MATUR PLUS;Matière séche (Min: 52.6 %, Max: 52.6 %)  | Azote total (Min: 1.5 %, Max: 1.5 %)  | Azote organique (Min: 1.5 %, Max: 1.5 %)  | Oxyde de potassium (K2O)  (Min: 7.0 %, Max: 7.0 %)  | Carbone organique (C) (Min: 15.0 %, Max: 15.0 %)  | Glycine bétaïne (Min: 1.0 %, Max: 1.0 %)  | Méthionine (Min: 1.0 %, Max: 1.0 %)  | Phénylalanine (Min: 1.0 %, Max: 1.0 %) ;;Matière fertilisante;
MFSC;1180801;FERTIACTYL GREEN EXTREME;Fer (Fe) total (Min: 6.0 %, Max: 6.0 %)  | Fer chélaté (Min: 4.0 %, Max: 4.0 %)  | pH (Min: 8.2 , Max: 8.2 ) ;;Matière fertilisante;
MFSC;1200152;RHIZO PLANT;Glomus intraradices (Min: 5.0 propagranules/g, Max: 5.0 propagranules/g) ;;Préparation fongique;
MFSC;1180617;SVL-040;Matière séche (Min: 41.1 % MB, Max: 41.1 % MB)  | Anhydride sulfurique (SO3) total soluble dans l'eau (Min: 28.0 % MB, Max: 28.0 % MB)  | Azote total (Min: 5.0 % MB, Max: 5.0 % MB)  | Azote ammoniacal (Min: 4.9 % MB, Max: 4.9 % MB)  | pH (Min: 2.0 , Max: 2.0 ) ;;Matière fertilisante;
MFSC;1190708;OPTYZ;Bacillus mucilaginosus souche I-4361 et Ochrobacterium sp souche I-4362 (Min: 10000000 UFC/mL, Max: 10000000 UFC/mL) ;;Préparation bactérienne;
MFSC;1190734;REZIST VIGNE;Matière séche (Min: 0.12 %, Max: 0.12 %)  | Anhydride sulfurique SO3 (Min: 0.039 %, Max: 0.039 %)  | Fer (Fe) total (Min: 0.000022 %, Max: 0.000022 %)  | Zinc (Zn) (Min: 0.000025 %, Max: 0.000025 %)  | Cuivre (Cu) total (Min: 0.0000047 %, Max: 0.0000047 %)  | Manganèse (Mn) total (Min: 0.000012 %, Max: 0.000012 %)  | Cobalt (Min: 0.00025 %, Max: 0.00025 %)  | Bore (B) total (Min: 0.00035 %, Max: 0.00035 %)  | Molybdène (Mo) (Min: 0.0000030 %, Max: 0.0000030 %)  | Oxyde de magnésium total (MgO) (Min: 0.099 %, Max: 0.099 %)  | Carbone organique (C) (Min: 0.05 %, Max: 0.05 %)  | pH (Min: 2.7 , Max: 2.7 ) ;Silice (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1150015;AVENSOL;;;Matière fertilisante;
MFSC;1160003;FREE N 100;;;Matière fertilisante;
MFSC;1160008;BIO-ACCESS;;;Matière fertilisante;
MFSC;1000031;KALCIPHOS P-K (S);;;Engrais minéral basique;
MFSC;1190285;DIAMOND NECTAR;Extrait humique (Min: 30.0 %, Max: 30.0 %)  | Azote (N) total (Min: 1.2 %, Max: 1.2 %)  | pH (Min: 8.0 , Max: 8.0 ) ;;Matière fertilisante;
MFSC;6190323;CAP'ORG NPKS;Matière séche (Min: 8.0 % MB, Max: 12.0 % MB)  | Matières organiques (Min: 4.0 % MB, Max: 6.0 % MB)  | Azote (N) total (Min: 0.5 % MB, Max: 0.8 % MB)  | Anhydre phosphorique total (P2O5) (Min: 0.2 % MB, Max: 0.9 % MB)  | Oxyde de potassium total (K2O) (Min: 0.1 % MB, Max: 0.5 % MB)  | Soufre total (SO3)  (Min: 0.2 % MB, Max: 0.5 % MB) ;Azote (N) ammoniacal (Min:  , Max:  )  | Azote ( N) organique (Min:  , Max:  )  | Cuivre (Cu) (Min:  , Max:  )  | Zinc (Zn) (Min:  , Max:  )  | C/N (Min:  , Max:  )  | Fer (Fe) (Min:  , Max:  )  | pH (Min:  , Max:  ) ;Amendement organique;
MFSC;1190628;PHYSIOSOL;Trichoderma harzianum souche B97 (Min: 1000000.0 UFC/g, Max: 1000000.0 UFC/g)  | Maltodextrine (Min: 98.9 %, Max: 98.9 %)  | Phanerochaete chrysosporium B227 (Min: 100000.0 UFC/g, Max: 100000.0 UFC/g) ;;Préparation fongique;
MFSC;1200154;PHYSIOLITH GRANULE B;Oxyde de calcium (CaO) total (Min: 36.0 %, Max: 36.0 %)  | Oxyde de magnésium (MgO) total (Min: 1.0 %, Max: 1.0 %)  | Extraits d'algues et extraits végétaux (Min: 1.5 %, Max: 1.5 %)  | Valeur neutralisante (Min: 37.0 , Max: 37.0 )  | pH (Min: 9.0 , Max: 9.0 ) ;Granulométrie (Min:  , Max:  )  | Mannitol (Min:  , Max:  ) ;Amendement minéral basique;
MFSC;1200470;GENAKTIS 3;Oxyde de magnésium (MgO) soluble dans l'eau (Min: 4.5 %, Max: 4.5 %)  | Anhydride sulfurique (SO3) soluble dans l'eau (Min: 10.0 %, Max: 10.0 %)  | Extrait d'algues (Min: 30.0 %, Max: 30.0 %)  | pH (Min: 8.0 , Max: 8.0 ) ;Dioxyde de silicium (SiO2)         (Min:  , Max:  )  | Mannitol (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1150010;TERRAFIBRE;Matière séche (Min: 59.5 % MB, Max: 59.5 % MB)  | Matières organiques (Min: 13.3 % MB, Max: 13.3 % MB)  | K2O total (Min: 0.5 % MB, Max: 0.5 % MB)  | CaO total (Min: 14.0 % MB, Max: 14.0 % MB)  | MgO total (Min: 0.7 % MB, Max: 0.7 % MB) ;N total (Min:  , Max:  )  | Zn Total (Min:  , Max:  )  | Rapport C/N (Min:  , Max:  ) ;Amendement organique;
MFSC;1110005;TERRACOTTEM COMPLEMENT;Eau distillée dans CA (NO3)2 (Min: 2.0 g/L, Max: 2.0 g/L) ;Eau distillée  (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1090003;AQUANOVA 2;Tension superficielle (Min: 34.0 mN/m, Max: 34.0 mN/m) ;;Conditionneur de sol;
MFSC;1060004;ATNVS;Matière sèche (Min: 3.7 %, Max: 5.0 %) ;;Matière fertilisante;
MFSC;1110008;BREAKER 2;Tension superficielle (Min: 39.0 mN/m, Max: 39.0 mN/m) ;;Conditionneur de sol;
MFSC;6100003;CARBELECT;Valeur neutralisante (Min: 33.0 %, Max: 39.0 %)  | Matière séche (Min: 60.0 %, Max: 85.0 %)  | Oxyde de calcium (Min: 39.0 %, Max: 43.0 %) ;;Amendement minéral basique | Amendement calcique;
MFSC;6090002;COTEN'MIX;N total (Min: 42.5 %, Max: 45.0 %)  | N uréique enrobé (Min: 10.5 %, Max: 21.0 %)  | N uréique non enrobé (Min: 23.0 %, Max: 34.5 %) ;;Engrais minéral azoté;
MFSC;1110003;ENGRAIS AVEC HUMIFIRST WG;N total (Min: 17.0 %, Max: 17.0 %)  | N nitrique (Min: 2.5 %, Max: 2.5 %)  | N ammoniacal (Min: 14.5 %, Max: 14.5 %)  | P2O5 eau citrate (Min: 8.0 %, Max: 8.0 %)  | P2O5 soluble eau (Min: 7.2 %, Max: 7.2 %)  | Bore (B) total (Min: 0.05 %, Max: 0.05 %)  | Zn total (Min: 0.05 %, Max: 0.05 %)  | Humifirst WG (Min: 0.6 %, Max: 0.6 %) ;;Engrais;
MFSC;1306001;FERTEVIE-RHIZ;Bacillus amyloliquefaciens souche IT45 (Min: 1000000000 UFC/g, Max: 1000000000 UFC/g) ;;Matière fertilisante;
MFSC;1200562;KAORIS 3;Azote (N) total (Min: 15.0 %, Max: 15.0 %)  | Oxyde de potassium (K2O) soluble dans l'eau (Min: 1.0 %, Max: 1.0 %)  | Oxyde de magnésium total (MgO) (Min: 2.0 %, Max: 2.0 %)  | Oxyde de magnésium (MgO) soluble dans l'eau (Min: 1.0 %, Max: 1.0 %)  | Anhydride sulfurique SO3 (Min: 4.0 %, Max: 4.0 %)  | Extrait d'algues (Min: 30.0 %, Max: 30.0 %)  | pH (Min: 8.5 , Max: 8.5 ) ;Dioxyde de silicium (SiO2) (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1200547;TONILIN;Anhydride sulfurique (SO3) soluble dans l'eau (Min: 13.6 %, Max: 13.6 %)  | Zinc (Zn) soluble dans l'eau (Min: 11.0 %, Max: 11.0 %)  | Filtrat d'algue Ascophyllum nodosum (GA 142) (Min: 10.0 %, Max: 10.0 %)  | pH (Min: 2.1 , Max: 2.1 ) ;;Matière fertilisante;
MFSC;1171289;RHIZOBAS;Bacillus amyloliquefaciens (Min: 1.0 %, Max: 1.0 %) ;;Matière fertilisante;
MFSC;1180706;MYKE PRO GAZON G;Glomus intraradices souche Pont rouge (DAOM 181602) (Min: 15.0 spores/g, Max: 15.0 spores/g) ;;Préparation fongique;
MFSC;1180072;BLACKJAK;Matière séche (Min: 31.9 %, Max: 31.9 %)  | Matières organiques (Min: 33.2 %, Max: 33.2 %)  | Extrait humique (Min: 25.0 %, Max: 25.0 %)  | Acide humique (Min: 20.5 %, Max: 20.5 %)  | Acides fulviques (Min: 4.5 %, Max: 4.5 %)  | pH (Min: 4.2 , Max: 4.2 ) ;;Matière fertilisante;
MFSC;1180284;POWER ROOTS;Oxyde de potassium (Min: 1.7 %, Max: 1.7 %)  | Acide humique (Min: 2.3 %, Max: 2.3 %)  | Vitamine B1 (Min: 0.0090 %, Max: 0.0090 %)  | Vitamine C (Min: 0.83 %, Max: 0.83 %)  | Vitamine E (Min: 0.03 %, Max: 0.03 %)  | Myo-inositol (Min: 0.8 %, Max: 0.8 %) ;;Matière fertilisante;
MFSC;1180074;KTS;Oxyde de potassium (Min: 25.0 %, Max: 25.0 %)  | Potassium (Min: 21.0 %, Max: 21.0 %)  | Anhydride sulfurique SO3 (Min: 42.0 %, Max: 42.0 %)  | Soufre élémentaire (S) (Min: 17.0 %, Max: 17.0 %)  | pH (Min: 0.0 , Max: 0.0 ) ;;Matière fertilisante;
MFSC;1150018;OVALIS RHIZOFERTIL;Pseudomonas putida souche I-4613 (Min: 100000000 UFC/g, Max: 100000000 UFC/g) ;;Préparation bactérienne;
MFSC;1180286;PURE ZYM;Activité de la cellulase (Min: 274.0 BPU/g, Max: 274.0 BPU/g)  | Activité de la bêta-glucanase (Min: 2.0 FBG/g, Max: 2.0 FBG/g) ;;Engrais;
MFSC;1170610;PROMOTILIS;Azotobacter vinelandii (Min: 100000000 UFC/g, Max: 100000000 UFC/g)  | Maltodextrine (Min: 98.0 % MB, Max: 98.0 % MB) ;;Préparation bactérienne;
MFSC;1170608;AZOTILIS;Azospirillum brasilense (Min: 100000000 UFC/g, Max: 100000000 UFC/g)  | Maltodextrine (Min: 98.0 % MB, Max: 98.0 % MB) ;;Préparation bactérienne;
MFSC;1170609;BACTERIOLIS;Pseudomonas fulva (Min: 100000000 UFC/g, Max: 100000000 UFC/g)  | Maltodextrine (Min: 98.0 % MB, Max: 98.0 % MB) ;;Préparation bactérienne;
MFSC;1180643;BACTIVA;Trichoderma viride (Min: 200000.0 UFC/g, Max: 200000.0 UFC/g)  | Trichoderma reesei (Min: 200000.0 UFC/g, Max: 200000.0 UFC/g)  | Trichoderma harzanium (Min: 100000000 UFC/g, Max: 100000000 UFC/g)  | Trichoderma harzanium (Min: 200000.0 UFC/g, Max: 200000.0 UFC/g)  | Gliocladium virens (Min: 200000.0 UFC/g, Max: 200000.0 UFC/g)  | Bacillus subtilis (Min: 15000000 UFC/g, Max: 15000000 UFC/g)  | Bacillus subtilis (Min: 79000000 UFC/g, Max: 79000000 UFC/g)  | Bacillus polymyxa (Min: 6000000.0 UFC/g, Max: 6000000.0 UFC/g)  | Bacillus megaterieum (Min: 650000.0 UFC/g, Max: 650000.0 UFC/g)  | Pseudomonas fluorescens (Min: 7000000.0 UFC/g, Max: 7000000.0 UFC/g)  | Oxyde de potassium (K2O)  (Min: 0.7 %, Max: 0.7 %)  | Azote total (Min: 0.2 %, Max: 0.2 %) ;;Engrais;
MFSC;1171284;KSC I PHYT-ACTYL;Matière séche (Min: 95.0 %, Max: 95.0 %)  | Azote total (Min: 14.0 %, Max: 14.0 %)  | Anhydride phosphorique (Min: 40.0 %, Max: 40.0 %)  | Oxyde de potassium (Min: 5.0 %, Max: 5.0 %)  | Anhydre sulfurique SO3 (Min: 13.0 %, Max: 13.0 %)  | Bore (B) (Min: 0.1 %, Max: 0.1 %)  | Cuivre chélaté (Min: 0.05 %, Max: 0.05 %)  | Fer chélaté (Min: 0.1 %, Max: 0.1 %)  | Molybdène (Mo) (Min: 0.01 %, Max: 0.01 %)  | Zinc chélaté (Min: 0.1 %, Max: 0.1 %)  | Extrait d'algues (Min: 0.7 %, Max: 0.7 %)  | pH (Min: 6.3 , Max: 6.3 ) ;;Matière fertilisante;
MFSC;1171281;KSC III PHYT-ACTYL;Matière séche (Min: 95.0 %, Max: 95.0 %)  | Azote total (Min: 15.0 %, Max: 15.0 %)  | Anhydride phosphorique (Min: 5.0 %, Max: 5.0 %)  | Oxyde de potassium (Min: 35.0 %, Max: 35.0 %)  | Bore (B) (Min: 0.1 %, Max: 0.1 %)  | Fer chélaté (Min: 0.1 %, Max: 0.1 %)  | Molybdène (Mo) (Min: 0.01 %, Max: 0.01 %)  | Extrait d'algues (Min: 0.7 %, Max: 0.7 %)  | pH (Min: 6.2 , Max: 6.2 ) ;;Matière fertilisante;
MFSC;1171292;AMALGEROL ESSENCE;Azote total (Min: 2.0 %, Max: 2.0 %)  | Azote organique (Min: 2.0 %, Max: 2.0 %)  | Potassium (Min: 3.0 %, Max: 3.0 %)  | Matières organiques (Min: 43.0 %, Max: 43.0 %)  | pH (Min: 5.5 , Max: 5.5 ) ;;Matière fertilisante;
MFSC;1180070;AGROSIL TURF ALGIN;Matière séche (Min: 95.0 %, Max: 95.0 %)  | Matières organiques (Min: 63.0 %, Max: 63.0 %)  | Azote total (Min: 5.0 %, Max: 5.0 %)  | Azote ammoniacal (Min: 3.0 %, Max: 3.0 %)  | Azote organique (Min: 2.0 %, Max: 2.0 %)  | Anhydride phosphorique (Min: 2.0 %, Max: 2.0 %)  | Anhydride sulfurique SO3 (Min: 20.0 %, Max: 20.0 %)  | Oxyde de magnésium (Min: 2.0 %, Max: 2.0 %)  | Fer (Fe) total (Min: 1.0 %, Max: 1.0 %)  | Manganèse (Mn) total (Min: 0.1 %, Max: 0.1 %)  | Carbone des acides humiques (Min: 9.5 %, Max: 9.5 %)  | Bacillus amyloliquefaciens subsp. plantarum R6CDX (Min: 780000.0 UFC/mL, Max: 780000.0 UFC/mL) ;;Matière fertilisante;
MFSC;1190373;LIQUIFIX;Bradyrhizobium japonicum souche SEMIA 5079 (Min: 3000000000 , Max: 3000000000 )  | Bradyrhizobium  diazoefficiens SEMIA 5080 (Min: 3000000000 , Max: 3000000000 ) ;;Préparation bactérienne;
MFSC;1200250;LALBIOME TECHNO SE;Matière sèche (Min: 98.0 %, Max: 98.0 %)  | Azote (N) total (Min: 10.0 %, Max: 10.0 %)  | Azote organique (Min: 7.0 %, Max: 7.0 %)  | Sélénium (Se) total (Min: 0.23 %, Max: 0.23 %) ;Anhydride phosphorique (P2O5) soluble dans les acides minéraux (Min:  , Max:  )  | Oxyde de potassium (K2O) soluble dans l'eau (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1190371;NANEOS;Matière séche (Min: 1.5 %, Max: 1.5 %)  | Carbone organique (C) (Min: 0.29 %, Max: 0.29 %)  | Acides aminés totaux (Min: 6.8 g/L, Max: 6.8 g/L)  | Azote (N) total (Min: 0.14 %, Max: 0.14 %)  | Anhydride phosphorique (Min: 0.028 %, Max: 0.028 %)  | Oxyde de potassium total (K2O) soluble dans l'eau (Min: 0.035 %, Max: 0.035 %)  | Oxyde de calcium total (CaO) (Min: 0.029 %, Max: 0.029 %)  | Chlore (Cl) (Min: 0.32 %, Max: 0.32 %)  | pH (Min: 6.1 , Max: 6.1 )  | Densité (Min: 1.0 , Max: 1.0 ) ;;Matière fertilisante;
MFSC;1180320;RHIZO POWER ENSIFER MELILOTI G49;Sinorhizobium meliloti (Min: 10000000000 UFC/mL, Max: 10000000000 UFC/mL) ;;Matière fertilisante;
MFSC;1171275;BACTOMYCOR;Azospiririllum sp. (Min: 25000000 UFC/g, Max: 25000000 UFC/g)  | Glomus intraradices (Min: 75.0 propagule/g, Max: 75.0 propagule/g) ;;Préparation bactérienne;
MFSC;1180800;FERTIACTYL SALTO;Anhydride phosphorique (Min: 5.0 %, Max: 5.0 %)  | Oxyde de potassium (K2O)  (Min: 13.0 %, Max: 13.0 %)  | pH (Min: 10.0 , Max: 10.0 ) ;;Matière fertilisante;
MFSC;1180803;ACTIVE DRY;Matière séche (Min: 97.0 % MB, Max: 97.0 % MB)  | Azote organique (Min: 4.0 % MB, Max: 4.0 % MB)  | Oxyde de potassium (K2O)  (Min: 12.0 % MB, Max: 12.0 % MB)  | Carbone organique (C) (Min: 20.0 % MB, Max: 20.0 % MB) ;;Matière fertilisante;
MFSC;1010009;FERTISORB;Capacité d'absorption par gramme d'eau distillée (Min: 300.0 mL, Max: 300.0 mL)  | Capacité d'absorption par gramme de solution de Nitrate de Calcium Ca(NO3)2 à 2 g/L (Min: 40.0 mL, Max: 40.0 mL) ;;Rétenteur d'eau;
MFSC;9110045;HYDRORETENTEUR RETAN;Capacité d'absorption d'une solution de Nitrate de Calcium Ca(NO3)2 à 2 g/L (Min: 40.0 mL/g, Max: 40.0 mL/g)  | Capacité d'absorption d'une eau distillée (Min: 300.0 g/mL, Max: 300.0 g/mL) ;;Rétenteur d'eau;
MFSC;1190713;KAOUA;Matière séche (Min: 41.5 %, Max: 41.5 %)  | Azote (N) total (Min: 5.4 %, Max: 5.4 %)  | Oxyde de potassium (K2O) total (Min: 4.5 %, Max: 4.5 %)  | Carbone organique (CO) total (Min: 10.0 %, Max: 10.0 %)  | Acides aminés libres (Min: 5.0 %, Max: 5.0 %)  | Sucres totaux (Min: 1.4 %, Max: 1.4 %)  | pH (Min: 7.5 , Max: 7.5 ) ;;Matière fertilisante;
MFSC;1160007;BIO-EFFICIENT;;;Matière fertilisante;
MFSC;1180795;CROP-SET;Matière séche (Min: 28.4 %, Max: 28.4 %)  | Anhydre sulfurique SO3 (Min: 4.2 %, Max: 4.2 %)  | Soufre élémentaire (S) (Min: 1.2 %, Max: 1.2 %)  | Manganèse (Mn) total (Min: 1.5 %, Max: 1.5 %)  | Fer (Fe) total (Min: 0.6 %, Max: 0.6 %)  | Cuivre (Cu) total (Min: 0.2 %, Max: 0.2 %) ;;Matière fertilisante;
MFSC;6200054;YNFRASS;Matière séche (Min: 87.7 % MB, Max: 92.9 % MB)  | Matière organique (Min: 80.0 % MB, Max: 84.0 % MB)  | Azote (N) total (Min: 4.0 % MB, Max: 5.0 % MB)  | Anhydre phosphorique total (P2O5) (Min: 2.8 % MB, Max: 3.9 % MB)  | Oxyde de potassium (K2O) total (Min: 1.7 % MB, Max: 2.4 % MB) ;Azote (N) ammoniacal (Min:  , Max:  )  | Azote (N) organique (Min:  , Max:  )  | Cuivre (Cu) total (Min:  , Max:  )  | Zinc (Zn) total (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1170050;HICOAT SUPER;Bradyrhizobium japonicum (Min: 1100000000 UFC/g, Max: 0.0 UFC/g) ;;Matière fertilisante;
MFSC;1170482;RHIZO N;Matière séche (Min: 82.0 % MB, Max: 82.0 % MB)  | Carbone organique des acides humiques (Min: 30.4 % MB, Max: 30.4 % MB)  | Carbone organique des acides fulviques (Min: 6.2 % MB, Max: 6.2 % MB)  | Acide aminé (Min: 5.5 % MB, Max: 5.5 % MB) ;;Matière fertilisante;
MFSC;1000045;RAYKAT ENRACINEUR;;;Matière fertilisante;
MFSC;1150014;NITRAGIN GOLD;Sinorhizobium meliloti souche NRG-185 (Min: 300000000 UFC/g, Max: 300000000 UFC/g) ;;Préparation bactérienne;
MFSC;1200251;TEKMASTER ODYSSEE;Matière sèche (Min: 30.0 %, Max: 30.0 %)  | Acides aminés totaux (Min: 5.0 %, Max: 5.0 %)  | Acides aminés libres (Min: 1.5 %, Max: 1.5 %)  | ph (Min: 4.9 , Max: 4.9 ) ;Triacontanol (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1200469;VEGENERGY;Acides aminés d'origine végétale = P AMINOACIDO 24 (Min: 100.0 kg/100 kg MB, Max: 100.0 kg/100 kg MB)  | Matière sèche (Min: 34.0 %, Max: 34.0 %)  | Acides aminés libres (Min: 23.0 %, Max: 23.0 %)  | Azote (N) total (Min: 4.6 %, Max: 4.6 %)  | Azote (N) organique (Min: 4.6 %, Max: 4.6 %)  | pH (Min: 5.0 , Max: 5.0 ) ;;Matière fertilisante;
MFSC;1200467;KAORIS 2;Azote (N) total (Min: 7.0 %, Max: 7.0 %)  | Dont azote (N) ureique (Min: 7.0 %, Max: 7.0 %)  | Anhydride phosphorique (P2O5) soluble dans l'eau (Min: 3.0 %, Max: 3.0 %)  | Oxyde de potassium (K2O) soluble dans l'eau (Min: 5.0 %, Max: 5.0 %)  | Bore (B) soluble dans l'eau (Min: 0.01 %, Max: 0.01 %)  | Cuivre (Cu) soluble dans l'eau chélaté par EDTA (Min: 0.0020 %, Max: 0.0020 %)  | Molybdène (Mo) soluble dans l'eau (Min: 0.0010 %, Max: 0.0010 %)  | Extrait d'algues (Min: 30.0 %, Max: 30.0 %)  | pH (Min: 12.0 , Max: 12.0 ) ;Dioxyde de silicium (SiO2)         (Min:  , Max:  )  | Mannitol (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1140008;ACTIMULCH;Matière sèche (Min: 29.0 %, Max: 35.0 %)  | Matière organique (Min: 16.0 %, Max: 20.0 %) ;;Stimulateur de l'activité microbienne du sol;
MFSC;1090004;AQUAGREEN;Tension superficielle (Min: 37.0 mN/m, Max: 37.0 mN/m) ;;Conditionneur de sol;
MFSC;6020014;AVICAMUS EVOLUTION O;P2O5 total (Min: 4.2 %, Max: 5.0 %)  | K2O total (Min: 2.0 %, Max: 2.5 %)  | Matières organiques (Min: 59.0 %, Max: 60.0 %)  | Azote (N) total (Min: 2.5 %, Max: 3.0 %) ;;Engrais pour apport au sol;
MFSC;1000046;AMINOCAT;;;Matière fertilisante;
MFSC;1000051;ALBIT;;;Matière fertilisante;
MFSC;6150004;METHAFERTIL;Matière séche (Min: 3.0 % MB, Max: 8.0 % MB)  | N total (Min: 0.2 % MB, Max: 0.8 % MB)  | P2O5 total (Min: 0.1 % MB, Max: 0.4 % MB)  | K2O total (Min: 0.1 % MB, Max: 0.6 % MB) ;Cu (Min:  , Max:  )  | Zn (Min:  , Max:  )  | N ammoniacal (Min:  , Max:  )  | N organique (Min:  , Max:  ) ;Engrais NPK organo-minéral;
MFSC;1120009;MLCN 1;Finesse de mouture passant au tamis de 0,16 mm (Min: 80.0 %, Max: 80.0 %) ;;Amendement minéral basique;
MFSC;8310196;ORGATAIRE;Matière organique (Min: 20.0 %, Max: 25.5 %) ;;Amendement basique | Amendement organique;
MFSC;1030003;OSIRYL;Matière séche (Min: 50.0 %, Max: 50.0 %)  | SO3 total (Min: 8.0 %, Max: 8.0 %)  | OSYR (Min: 40.0 %, Max: 40.0 %)  | pH (Min: 3.7 %, Max: 3.7 %) ;;Matière fertilisante | Additif agronomique;
MFSC;1150021;PERFECT;Matière séche (Min: 98.0 % MB, Max: 98.0 % MB)  | P2O5 total (Min: 49.0 % MB, Max: 49.0 % MB)  | P2O5 soluble eau (Min: 48.0 % MB, Max: 48.0 % MB) ;Acides aminés libres (Min:  , Max:  )  | Azote total (Min:  , Max:  )  | Fer total (Min:  , Max:  )  | Fer total (Min:  , Max:  )  | Zinc total (Min:  , Max:  ) ;Engrais P;
MFSC;6130000;PREMIER TECH MC-101;Matière sèche (Min: 91.0 %, Max: 100.0 %) ;;Engrais;
MFSC;1190493;TH 1110;Trichoderma harzanium souche THM308 (Min: 1000000.0 UFC/g, Max: 1000000.0 UFC/g)  | Maltodextrine (Min: 98.0 %, Max: 98.0 %) ;;Additif agronomique | Préparation fongique;
MFSC;1200563;HUMI ACTIV 3N;Matières organique (MO) (Min: 84.0 %, Max: 84.0 %)  | Azote (N) total (Min: 2.9 %, Max: 2.9 %)  | Anhydride phosphorique (P2O5) total (Min: 1.3 %, Max: 1.3 %)  | Oxyde de potassium (K2O)  (Min: 2.4 %, Max: 2.4 %)  | Extraits d'algues et extraits végétaux (Min: 26.0 %, Max: 26.0 %) ;pH (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1190120;HUMIFIRST WG;Matière séche (Min: 90.0 %, Max: 99.0 %)  | Matières organiques (Min: 67.0 %, Max: 90.0 %)  | Carbone des acides humiques (Min: 27.0 %, Max: 40.0 %)  | Carbone des acides fulviques (Min: 6.5 %, Max: 11.5 %)  | pH (Min: 11.0 , Max: 11.0 ) ;;Matière fertilisante | Additif agronomique | Additif agronomique;
MFSC;1190796;HORTIVIV-R;Trichoderma harzianum (Min: 10000.0 UFC/g, Max: 10000.0 UFC/g)  | Fibre de coco (coco Nucifera sp) (Min: 97.0 %, Max: 97.0 %) ;;Additif agronomique;
